ID	Function
GVOG01711	no_annotation
GVOG00968	uncharacterized protein
GVOGm1651	no_annotation
GVOGm1290	uncharacterized protein
GVOGm1342	uncharacterized protein
GVOGm0288	no_annotation
GVOG08057	no_annotation
GVOG05288	
GVOG00030	no_annotation
GVOGm0977	no_annotation
GVOGm1527	no_annotation
GVOG09846	no_annotation
GVOG05061	no_annotation
GVOGm1537	no_annotation
GVOG02432	flotillin domain protein
GVOGm1185	no_annotation
GVOGm1083	photolyase
GVOG03234	no_annotation
GVOG08359	no_annotation
GVOG00206	no_annotation
GVOG06815	no_annotation
GVOGm1214	no_annotation
GVOG04903	no_annotation
GVOG06802	no_annotation
GVOGm1194	no_annotation
GVOG01950	no_annotation
GVOG10225	no_annotation
GVOG00915	no_annotation
GVOG05377	no_annotation
GVOG01905	no_annotation
GVOGm1385	no_annotation
GVOGm0572	no_annotation
GVOG03189	uncharacterized protein
GVOG08972	Eukaryotic peptide chain release (translation termination) factor 1
GVOG05760	no_annotation
GVOG01837	no_annotation
GVOGm1235	nucleoside deaminase
GVOG00360	uncharacterized protein
GVOGm0805	uncharacterized protein
GVOG00283	no_annotation
GVOG03336	no_annotation
GVOGm0975	uncharacterized protein
GVOG11202	no_annotation
GVOG00437	uncharacterized protein
GVOG06808	uncharacterized protein
GVOGm0565	no_annotation
GVOG03335	no_annotation
GVOG07759	no_annotation
GVOG08405	uncharacterized protein
GVOGm1680	uncharacterized protein
GVOG09329	no_annotation
GVOG04246	uncharacterized protein
GVOG00013	no_annotation
GVOGm1668	no_annotation
GVOG06890	no_annotation
GVOGm1150	no_annotation
GVOGm1603	no_annotation
GVOGm0696	no_annotation
GVOG07288	no_annotation
GVOGm0378	no_annotation
GVOG04144	uncharacterized protein
GVOG00070	no_annotation
GVOGm1244	uncharacterized protein
GVOGm0875	no_annotation
GVOGm1173	no_annotation
GVOG00885	no_annotation
GVOG03366	no_annotation
GVOG11674	ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | uncharacterized protein
GVOGm0986	RING-finger-containing E3 ubiquitin ligase
GVOGm1392	no_annotation
GVOGm1403	no_annotation
GVOGm1315	uncharacterized protein
GVOG00884	no_annotation
GVOG00098	no_annotation
GVOG03770	no_annotation
GVOGm0618	uncharacterized protein
GVOG09900	no_annotation
GVOG04641	DNA-directed RNA polymerase subunit beta
GVOG05075	no_annotation
GVOG00913	no_annotation
GVOGm1281	Nudix hydrolase (D10 ortholog)
GVOG01537	no_annotation
GVOG10916	no_annotation
GVOG01741	no_annotation
GVOGm1255	Immunoglobulin domain containing protein
GVOG09692	no_annotation
GVOG12271	no_annotation
GVOG04870	no_annotation
GVOG00051	no_annotation
GVOG11666	RING-finger-containing E3 ubiquitin ligase
GVOG10354	no_annotation
GVOGm1530	no_annotation
GVOGm0098	no_annotation
GVOG10245	methyltransferase
GVOG10125	no_annotation
GVOGm1757	no_annotation
GVOGm0901	no_annotation
GVOG00961	no_annotation
GVOGm1408	no_annotation
GVOG13859	F-box and Morn-repeat proteins | F-box and Morn-repeat proteins | MORN repeat proteins and some others
GVOGm0633	no_annotation
GVOG01356	no_annotation
GVOG02986	no_annotation
GVOG09578	no_annotation
GVOG07920	no_annotation
GVOG09400	mRNA capping enzyme large subunit, methyltransferase domain | mRNA capping enzyme N-terminal, ATPase and guanylyltransferase
GVOGm1468	uncharacterized protein
GVOG01742	no_annotation
GVOG00282	no_annotation
GVOG07302	no_annotation
GVOGm1476	no_annotation
GVOGm1747	no_annotation
GVOG00730	no_annotation
GVOG09195	no_annotation
GVOGm0053	no_annotation
GVOGm1368	no_annotation
GVOG01712	no_annotation
GVOG05981	no_annotation
GVOGm0933	no_annotation
GVOG09457	no_annotation
GVOG05359	uncharacterized protein
GVOGm1792	no_annotation
GVOG01720	cysteinyl-tRNA synthetase
GVOG10423	Serine/Threonine protein kinase | Serine/Threonine protein kinase | Serine/Threonine protein kinase | Serine/Threonine or Tyrosine protein kinase (tandem-duplicated in Mimi- and Marseilleviridae)
GVOG11308	RING-finger-containing E3 ubiquitin ligase
GVOG06985	uncharacterized protein
GVOGm1433	uncharacterized protein
GVOGm1373	no_annotation
GVOG00686	no_annotation
GVOG13440	leucine-rich repeat protein | leucine-rich repeat protein
GVOG00754	no_annotation
GVOG06894	no_annotation
GVOG06820	no_annotation
GVOGm1741	no_annotation
GVOG05943	no_annotation
GVOG01374	uncharacterized protein
GVOG11317	no_annotation
GVOGm1516	no_annotation
GVOG01357	no_annotation
GVOG04319	no_annotation
GVOG00155	divergent Serine/Threonine protein kinase
GVOG00573	no_annotation
GVOG04360	no_annotation
GVOGm0656	Serine/Threonine protein kinase | Serine/Threonine protein kinase
GVOGm1588	uncharacterized protein
GVOG12955	RING-finger-containing E3 ubiquitin ligase
GVOG01743	no_annotation
GVOG09444	Dual specificity phosphatases (DSP); Ser/Thr and Tyr protein phosphatases
GVOG04420	no_annotation
GVOGm1483	no_annotation
GVOG04685	uncharacterized protein | uncharacterized protein
GVOGm1069	uncharacterized protein
GVOG12412	no_annotation
GVOG02647	no_annotation
GVOGm1701	RNA methyltransferase
GVOGm1511	no_annotation
GVOGm1597	uncharacterized protein
GVOGm1183	BTB family protein | BTB/POZ domainprotein | BTB family protein | BTB family protein | BTB/POZ domain protein
GVOG06712	uncharacterized protein | uncharacterized protein
GVOGm1327	uncharacterized protein | ankyrin repeat protein | uncharacterized protein | uncharacterized protein | ankyrin repeat protein | uncharacterized protein | hypothetical protein, similar to ankyrin
GVOG06797	MutH/Vsr/archaeal HJR-like endonuclease
GVOG00434	no_annotation
GVOGm1286	no_annotation
GVOGm0379	uncharacterized protein
GVOG10294	uncharacterized protein
GVOGm1687	no_annotation
GVOGm1583	Myristylated protein | uncharacterized protein
GVOG00687	no_annotation
GVOGm0611	IMV envelope protein p35
GVOG04229	no_annotation
GVOGm0752	no_annotation
GVOG01387	no_annotation
GVOGm1308	no_annotation
GVOG04909	no_annotation
GVOG04600	uncharacterized protein | putative acetyltransferase
GVOG00146	no_annotation
GVOG09445	no_annotation
GVOGm1156	uncharacterized protein
GVOG06379	no_annotation
GVOG09169	no_annotation
GVOGm0654	no_annotation
GVOG06378	no_annotation
GVOG03108	no_annotation
GVOGm0762	uncharacterized protein
GVOGm1717	no_annotation
GVOG08319	
GVOG03047	no_annotation
GVOG09688	IMV envelope protein p35 | Glycosyltransferase family 25 fused to procollagen lysine 2-oxoglutarate 5-dioxygenase, Procollagen-lysine,2-oxoglutarate 5-dioxygenase | uncharacterized protein
GVOGm1480	no_annotation
GVOG00962	no_annotation
GVOG00890	no_annotation
GVOG13982	collagen triple helix repeat motif-containing protein | uncharacterized protein | collagen triple helix repeat containing protein
GVOG05025	no_annotation
GVOG03804	no_annotation
GVOG06623	no_annotation
GVOGm1238	no_annotation
GVOG07468	no_annotation
GVOGm1517	no_annotation
GVOGm0418	uncharacterized protein | uncharacterized protein | uncharacterized protein | uncharacterized protein
GVOGm1157	no_annotation
GVOG03426	no_annotation
GVOGm1394	ubiquitin-conjugating enzyme E2
GVOGm1777	no_annotation
GVOGm0343	no_annotation
GVOG06775	no_annotation
GVOGm1566	uncharacterized protein
GVOG00289	uncharacterized protein
GVOG02343	no_annotation
GVOG02591	putative protein kinase
GVOG12567	packaging ATPase
GVOG03510	no_annotation
GVOGm1696	no_annotation
GVOG05054	no_annotation
GVOG12410	RING-finger-containing E3 ubiquitin ligase
GVOG09616	no_annotation
GVOG03075	uncharacterized protein | F10-like kinase
GVOG04381	uncharacterized protein | uncharacterized protein
GVOG03223	no_annotation
GVOG10902	no_annotation
GVOG02433	no_annotation
GVOG00354	no_annotation
GVOG08353	no_annotation
GVOG03195	no_annotation
GVOG03674	no_annotation
GVOG04460	no_annotation
GVOG04615	no_annotation
GVOG12233	uncharacterized protein
GVOG11669	RING-finger-containing E3 ubiquitin ligase
GVOG00044	no_annotation
GVOG05930	no_annotation
GVOG04918	no_annotation
GVOGm0591	no_annotation
GVOGm1220	uncharacterized protein | uncharacterized protein
GVOG06978	uncharacterized protein
GVOG01602	uncharacterized protein
GVOGm1581	ankyrin repeat protein
GVOGm0586	no_annotation
GVOG00091	no_annotation
GVOG00675	no_annotation
GVOG03354	no_annotation
GVOGm0740	inactivated thioredoxin/glutaredoxin
GVOG05416	no_annotation
GVOG12603	no_annotation
GVOGm1725	no_annotation
GVOG05016	no_annotation
GVOGm1513	no_annotation
GVOG02021	uncharacterized protein
GVOG09622	no_annotation
GVOGm0926	no_annotation
GVOG03903	no_annotation
GVOG03964	no_annotation
GVOG03968	no_annotation
GVOG01565	no_annotation
GVOG01547	uncharacterized protein
GVOG00340	no_annotation
GVOG03098	no_annotation
GVOGm1417	no_annotation
GVOG01818	uncharacterized protein
GVOGm1726	no_annotation
GVOG00886	no_annotation
GVOG10947	putative cysteine protease
GVOG05238	no_annotation
GVOGm1740	no_annotation
GVOG00076	no_annotation
GVOG09563	no_annotation
GVOG01360	no_annotation
GVOG00668	no_annotation
GVOGm0561	no_annotation
GVOG02766	no_annotation
GVOG10909	ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | uncharacterized protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | hypothetical protein, similar to ankyrin | ankyrin repeat protein
GVOGm0717	no_annotation
GVOGm1562	no_annotation
GVOG01287	no_annotation
GVOGm1801	interferon-gamma receptor-like protein
GVOG05855	no_annotation
GVOG11668	no_annotation
GVOGm0228	no_annotation
GVOG00010	no_annotation
GVOG10762	no_annotation
GVOG12198	RING-finger-containing E3 ubiquitin ligase
GVOG04015	no_annotation
GVOG00420	no_annotation
GVOG00152	no_annotation
GVOG12409	RING-finger-containing E3 ubiquitin ligase
GVOGm1763	no_annotation
GVOGm1161	no_annotation
GVOGm1732	uncharacterized protein
GVOG06454	no_annotation
GVOGm1165	no_annotation
GVOGm1198	no_annotation
GVOG09256	Cytidine and deoxycytidylate deaminase
GVOGm1758	uncharacterized protein
GVOGm0844	no_annotation
GVOG09928	no_annotation
GVOGm1461	uncharacterized protein
GVOG01794	no_annotation
GVOGm0555	BTB/POZ domain protein | BTB/POZ domain protein | BTB/POZ domain and WD-repeat protein | BTB/POZ domain protein | BTB/POZ domain and WD-repeat protein | BTB/POZ domainprotein | BTB/POZ domain protein | BTB/POZ domain protein | BTB/POZ domain and WD-repeat protein | BTB/POZ domain protein | BTB/POZ domain protein | WD-repeat and BTB/POZ domain protein | BTB/POZ domain protein | BTB/POZ domain and WD-repeat protein | BTB/POZ domain protein | WD-repeat family protein | BTB/POZ domain and WD-repeat protein | BTB/POZ domain protein | BTB/POZ domain protein | BTB/POZ domain protein
GVOG02510	Flavin-containing amine oxidoreductase
GVOG01043	no_annotation
GVOG04686	uncharacterized protein
GVOG05999	uncharacterized protein
GVOG09226	no_annotation
GVOGm1393	uncharacterized protein
GVOG12201	
GVOGm1113	
GVOGm1654	no_annotation
GVOG07694	no_annotation
GVOG01399	no_annotation
GVOGm0593	Fad-linked oxidase
GVOGm0771	no_annotation
GVOGm1800	Flavin-containing amine oxidoreductase
GVOGm1580	no_annotation
GVOG08331	no_annotation
GVOG07358	no_annotation
GVOG13367	Thioredoxin
GVOG02002	no_annotation
GVOG08447	uncharacterized protein
GVOG06289	no_annotation
GVOG04882	uncharacterized protein
GVOGm0883	no_annotation
GVOG02595	no_annotation
GVOG03074	no_annotation
GVOGm1470	no_annotation
GVOG03133	no_annotation
GVOGm1640	F-box and FNIP repeat-containing proteins
GVOGm1251	no_annotation
GVOG11155	ATP-dependent protease
GVOG06163	uncharacterized protein
GVOG03761	no_annotation
GVOGm1423	no_annotation
GVOG06886	Nudix hydrolase
GVOG00191	no_annotation
GVOG02003	no_annotation
GVOG07922	no_annotation
GVOG05151	uncharacterized protein
GVOG01672	no_annotation
GVOG11996	no_annotation
GVOG12284	uncharacterized protein
GVOG05039	no_annotation
GVOG00052	no_annotation
GVOGm1509	no_annotation
GVOGm0995	ABC transporter | Smc, Chromosome segregation ATPases
GVOG05878	no_annotation
GVOG06452	no_annotation
GVOG07447	no_annotation
GVOGm0847	no_annotation
GVOG03991	dehydrogenase family protein
GVOG10662	uncharacterized protein
GVOG02265	no_annotation
GVOG01630	no_annotation
GVOG09843	uncharacterized protein
GVOG04850	no_annotation
GVOG04385	no_annotation
GVOG08122	no_annotation
GVOG04198	no_annotation
GVOG01571	no_annotation
GVOG05422	no_annotation
GVOG02380	glycosyltransferase
GVOGm0636	no_annotation
GVOG13514	putative glycosyltransferase
GVOG00036	no_annotation
GVOGm1391	no_annotation
GVOG03064	no_annotation
GVOGm1140	GIY-YIG superfamily protein
GVOG01033	no_annotation
GVOG06117	uncharacterized protein
GVOG01032	no_annotation
GVOGm1577	uncharacterized protein
GVOGm1390	no_annotation
GVOG01347	no_annotation
GVOG02963	no_annotation
GVOGm1056	uncharacterized protein
GVOG10710	no_annotation
GVOG01990	uncharacterized protein
GVOG07907	no_annotation
GVOG14088	Thioredoxin
GVOG00096	no_annotation
GVOG10901	uncharacterized protein
GVOG00115	no_annotation
GVOG00374	uncharacterized protein
GVOG00028	no_annotation
GVOGm1746	no_annotation
GVOGm1256	no_annotation
GVOG03998	no_annotation
GVOGm0107	no_annotation
GVOG11670	ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein
GVOG09925	no_annotation
GVOG03050	no_annotation
GVOGm1534	no_annotation
GVOGm1438	no_annotation
GVOG00343	no_annotation
GVOG01311	no_annotation
GVOGm1357	no_annotation
GVOG00342	no_annotation
GVOG00930	no_annotation
GVOG07848	no_annotation
GVOGm0878	no_annotation
GVOG04422	no_annotation
GVOG09805	no_annotation
GVOG02316	uncharacterized protein
GVOG04985	no_annotation
GVOGm0550	no_annotation
GVOG10018	DEAD-like helicases superfamily | unclassified DEAD/SNF2-like helicases
GVOG11887	AP (apurinic) endonuclease family 2 | DNA polymerase family X
GVOG03516	packaging ATPase
GVOG00402	no_annotation
GVOGm0327	F-box and Morn-repeat proteins | Fbox-containing protein | F-box domain protein | F-box and Morn-repeat proteins | MORN repeat proteins and some others
GVOG07962	no_annotation
GVOG06825	no_annotation
GVOG04875	no_annotation
GVOG00583	no_annotation
GVOG00713	uncharacterized protein
GVOG03006	no_annotation
GVOG10276	no_annotation
GVOG04566	uncharacterized protein
GVOG04483	intracellular viral protein
GVOGm0821	no_annotation
GVOG03429	no_annotation
GVOG01312	no_annotation
GVOG00747	DNA-3-methyladenine glycosylase
GVOG11218	no_annotation
GVOG02034	no_annotation
GVOG10263	uncharacterized protein
GVOGm0816	no_annotation
GVOG02300	no_annotation
GVOG06975	no_annotation
GVOGm1705	no_annotation
GVOG03063	no_annotation
GVOG10567	no_annotation
GVOG02983	no_annotation
GVOG00454	uncharacterized protein
GVOGm0947	no_annotation
GVOG00439	no_annotation
GVOG03951	uncharacterized protein
GVOG05122	no_annotation
GVOG01829	no_annotation
GVOG05423	uncharacterized protein
GVOG00154	no_annotation
GVOG11671	RING-finger-containing E3 ubiquitin ligase
GVOGm0792	no_annotation
GVOG09432	no_annotation
GVOGm1455	F-box domain protein | F-box domain protein | F-box domain protein | F-box domain protein | uncharacterized protein | F-box domain protein | uncharacterized protein
GVOG10766	uncharacterized protein
GVOG03023	no_annotation
GVOG11366	uncharacterized protein
GVOG03592	uncharacterized protein | aminotransferase
GVOG02252	uncharacterized protein
GVOG06842	uncharacterized protein
GVOG01394	no_annotation
GVOG00973	no_annotation
GVOG05291	Ribonuclease III
GVOGm1448	no_annotation
GVOG12026	no_annotation
GVOG06693	uncharacterized protein
GVOG12408	RING-finger-containing E3 ubiquitin ligase
GVOG12342	no_annotation
GVOG01402	uncharacterized protein
GVOG08032	uncharacterized protein
GVOG09205	Nudix hydrolase
GVOGm0765	no_annotation
GVOGm1284	no_annotation
GVOG01045	no_annotation
GVOG13396	uncharacterized protein
GVOGm0969	no_annotation
GVOGm1473	no_annotation
GVOGm1611	no_annotation
GVOG02394	no_annotation
GVOG12821	ubiquitin-conjugating enzyme E2
GVOG07933	no_annotation
GVOG13183	methyltransferase
GVOGm1323	no_annotation
GVOGm1573	no_annotation
GVOGm1414	no_annotation
GVOG00987	no_annotation
GVOG06498	mannose-6P isomerase
GVOGm1029	no_annotation
GVOGm1319	no_annotation
GVOGm1340	no_annotation
GVOG04474	no_annotation
GVOG00288	no_annotation
GVOGm1398	no_annotation
GVOG10524	no_annotation
GVOG06974	no_annotation
GVOG00097	no_annotation
GVOG02366	no_annotation
GVOG06363	no_annotation
GVOG03021	no_annotation
GVOG06449	no_annotation
GVOG00034	no_annotation
GVOG06935	no_annotation
GVOG00015	no_annotation
GVOG00752	no_annotation
GVOGm1469	uncharacterized protein
GVOG03363	no_annotation
GVOG10156	no_annotation
GVOG02859	no_annotation
GVOG07899	no_annotation
GVOG00596	no_annotation
GVOG07877	uncharacterized protein
GVOG04646	no_annotation
GVOG07518	no_annotation
GVOGm0102	no_annotation
GVOG05748	no_annotation
GVOG00672	no_annotation
GVOG05204	no_annotation
GVOG11056	divergent DNA-directed RNA polymerase subunit 5
GVOG00598	no_annotation
GVOG06702	uncharacterized protein
GVOGm1303	no_annotation
GVOG12953	RING-finger-containing E3 ubiquitin ligase
GVOG04416	no_annotation
GVOGm1218	uncharacterized protein
GVOGm1799	no_annotation
GVOG00975	uncharacterized protein
GVOGm1553	no_annotation
GVOG11453	putative transcription initiation factor IIB
GVOG09537	no_annotation
GVOG07015	no_annotation
GVOGm0283	no_annotation
GVOG02389	no_annotation
GVOG10058	no_annotation
GVOG02184	uncharacterized protein
GVOG01608	no_annotation
GVOG08068	cytosine methyltransferase
GVOG08312	Nudix hydrolase
GVOG02414	no_annotation
GVOG10436	no_annotation
GVOG03811	no_annotation
GVOG04691	no_annotation
GVOGm1409	no_annotation
GVOG04455	uncharacterized protein
GVOG00285	no_annotation
GVOG05361	no_annotation
GVOG00073	no_annotation
GVOG00739	no_annotation
GVOGm0920	no_annotation
GVOG05773	no_annotation
GVOG03498	no_annotation
GVOG05659	no_annotation
GVOG00331	no_annotation
GVOG01985	no_annotation
GVOG04111	no_annotation
GVOG06788	no_annotation
GVOGm1312	uncharacterized protein
GVOGm0943	no_annotation
GVOG04084	uncharacterized protein
GVOGm1790	uncharacterized protein
GVOG04535	no_annotation
GVOG06984	no_annotation
GVOG04893	no_annotation
GVOG00286	no_annotation
GVOG08011	no_annotation
GVOG08962	no_annotation
GVOGm0692	no_annotation
GVOG04981	SWIB/MDM2 domain-containing protein
GVOG10854	glycosyltransferase
GVOGm1676	uncharacterized protein | uncharacterized protein
GVOG00413	JmjC domain protein
GVOGm1413	no_annotation
GVOG00452	no_annotation
GVOG07073	no_annotation
GVOG03524	no_annotation
GVOG04303	no_annotation
GVOG08514	no_annotation
GVOG09181	no_annotation
GVOG00296	no_annotation
GVOG09006	uncharacterized protein
GVOG11386	Zn-finger protein
GVOGm0815	uncharacterized protein | putative peptidoglycan peptidase
GVOG11677	uncharacterized protein
GVOG06505	no_annotation
GVOG08658	uncharacterized protein
GVOG07072	uncharacterized protein | uncharacterized protein
GVOGm1401	no_annotation
GVOGm1636	no_annotation
GVOGm0574	no_annotation
GVOG00363	no_annotation
GVOG04633	uncharacterized protein
GVOG03060	no_annotation
GVOG06875	no_annotation
GVOG04980	no_annotation
GVOGm0643	no_annotation
GVOG01594	glycosyltransferase | FkbM methyltransferase | methyltransferase
GVOG01389	uncharacterized protein
GVOGm0731	no_annotation
GVOG03619	no_annotation
GVOGm1439	
GVOGm1490	no_annotation
GVOG04729	no_annotation
GVOG00074	no_annotation
GVOG00740	uncharacterized protein
GVOG07865	no_annotation
GVOG09344	no_annotation
GVOG02253	no_annotation
GVOGm1793	no_annotation
GVOG06917	HNH endonuclease | HNH endonuclease
GVOG02301	no_annotation
GVOGm1078	no_annotation
GVOG10914	no_annotation
GVOG00597	uncharacterized protein
GVOG03227	no_annotation
GVOG03424	no_annotation
GVOG07911	no_annotation
GVOG02409	no_annotation
GVOG08346	uncharacterized protein
GVOGm0754	
GVOG09185	
GVOG00092	no_annotation
GVOG00974	no_annotation
GVOGm1267	no_annotation
GVOGm1294	no_annotation
GVOG03599	no_annotation
GVOG09202	uncharacterized protein
GVOGm1548	no_annotation
GVOG10430	
GVOGm1632	no_annotation
GVOG01298	no_annotation
GVOG04404	no_annotation
GVOGm0689	no_annotation
GVOG01828	no_annotation
GVOGm0796	no_annotation
GVOGm1221	no_annotation
GVOG03007	no_annotation
GVOG00284	no_annotation
GVOG04014	no_annotation
GVOG00362	no_annotation
GVOG00195	no_annotation
GVOG00711	no_annotation
GVOG11966	RING-finger-containing E3 ubiquitin ligase
GVOG02402	no_annotation
GVOG06892	no_annotation
GVOGm0931	no_annotation
GVOG06829	no_annotation
GVOGm1535	uncharacterized protein
GVOGm1326	no_annotation
GVOG01052	Zn-dependent alcohol dehydrogenase
GVOG05995	no_annotation
GVOG01297	no_annotation
GVOG05002	no_annotation
GVOG03757	no_annotation
GVOG00753	no_annotation
GVOG03979	no_annotation
GVOG00197	no_annotation
GVOGm1727	no_annotation
GVOG03025	no_annotation
GVOG08365	disulfide (thiol) oxidoreductase, Erv1 / Alr family
GVOG03061	no_annotation
GVOG03338	no_annotation
GVOGm1021	no_annotation
GVOG01800	no_annotation
GVOGm0967	no_annotation
GVOGm0840	no_annotation
GVOG00170	uncharacterized protein
GVOG04318	no_annotation
GVOGm1646	no_annotation
GVOG00063	no_annotation
GVOG04937	uncharacterized protein
GVOGm1620	uncharacterized protein
GVOGm1243	no_annotation
GVOG01222	no_annotation
GVOG04403	uncharacterized protein
GVOGm1526	no_annotation
GVOGm1629	no_annotation
GVOGm1615	no_annotation
GVOGm1600	
GVOGm1450	putative ubiquitin-activating enzyme E1
GVOG05143	no_annotation
GVOG11313	
GVOGm1764	no_annotation
GVOGm1544	no_annotation
GVOG05335	no_annotation
GVOGm1785	no_annotation
GVOG06135	no_annotation
GVOG00568	no_annotation
GVOG00673	no_annotation
GVOG00140	uncharacterized protein | uncharacterized protein
GVOG00046	no_annotation
GVOG00177	no_annotation
GVOG00213	no_annotation
GVOG03141	no_annotation
GVOG04949	no_annotation
GVOG09931	no_annotation
GVOG01638	no_annotation
GVOG05897	no_annotation
GVOG08345	uncharacterized protein
GVOG02204	no_annotation
GVOG07161	no_annotation
GVOGm1497	uncharacterized protein
GVOG10894	Thioredoxin
GVOGm1655	no_annotation
GVOG08920	no_annotation
GVOG06898	WD-repeat family protein
GVOGm1472	no_annotation
GVOG03224	no_annotation
GVOG02651	uncharacterized protein
GVOG04995	no_annotation
GVOG00047	no_annotation
GVOGm1481	uncharacterized protein
GVOG12413	
GVOG01546	uncharacterized protein
GVOG02657	uncharacterized protein
GVOG03361	no_annotation
GVOGm0936	uncharacterized protein | uncharacterized protein | uncharacterized protein
GVOG04888	uncharacterized protein
GVOG02000	no_annotation
GVOG00147	no_annotation
GVOG13450	Thioredoxin
GVOG08384	
GVOG00867	no_annotation
GVOG10922	no_annotation
GVOGm1471	no_annotation
GVOG05841	no_annotation
GVOGm1023	RNA polymerase, subunit 10
GVOG11222	ATP-dependent protease
GVOG00196	no_annotation
GVOG04948	no_annotation
GVOG02108	no_annotation
GVOGm1141	no_annotation
GVOGm1749	no_annotation
GVOG00418	uncharacterized protein
GVOG00666	no_annotation
GVOG01825	no_annotation
GVOG03052	no_annotation
GVOG10054	uncharacterized protein
GVOG01909	no_annotation
GVOG00419	no_annotation
GVOG12611	ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein
GVOG04426	no_annotation
GVOG04096	no_annotation
GVOG09851	no_annotation
GVOGm1000	HNH endonuclease | Numod4 NHN endonuclease
GVOG02403	no_annotation
GVOG00148	no_annotation
GVOG02730	no_annotation
GVOG07407	no_annotation
GVOG09887	no_annotation
GVOG00923	no_annotation
GVOG02763	no_annotation
GVOG00746	no_annotation
GVOG00676	no_annotation
GVOG06445	uncharacterized protein | uncharacterized protein | uncharacterized protein
GVOG06805	no_annotation
GVOG07023	no_annotation
GVOG01960	no_annotation
GVOG11967	RING-finger-containing E3 ubiquitin ligase
GVOG10900	ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | uncharacterized protein | ankyrin repeat protein
GVOG01839	no_annotation
GVOG05273	no_annotation
GVOG04889	no_annotation
GVOGm1619	no_annotation
GVOG04576	no_annotation
GVOG09662	no_annotation
GVOGm1539	uncharacterized protein
GVOG04482	uncharacterized protein
GVOG12206	no_annotation
GVOG12630	Cytidine and deoxycytidylate deaminase
GVOG02840	no_annotation
GVOGm0691	no_annotation
GVOG03575	no_annotation
GVOG02648	no_annotation
GVOGm1784	uncharacterized protein
GVOG01545	no_annotation
GVOGm0913	no_annotation
GVOG04427	no_annotation
GVOG00667	no_annotation
GVOG11972	ankyrin repeat protein | uncharacterized protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein
GVOG05015	no_annotation
GVOGm1305	Serine/Threonine or Tyrosine protein kinase (tandem-duplicated in Mimi- and Marseilleviridae) | Serine/Threonine protein kinase
GVOGm1778	YqaJ viral recombinase
GVOG10897	
GVOGm0843	no_annotation
GVOGm1498	no_annotation
GVOG01355	no_annotation
GVOG05328	no_annotation
GVOG02945	amindase
GVOG01041	no_annotation
GVOGm1300	no_annotation
GVOG03958	uncharacterized protein
GVOG08950	uncharacterized protein
GVOG06650	uncharacterized protein
GVOG01924	no_annotation
GVOG00071	no_annotation
GVOG06477	uncharacterized protein
GVOG00665	no_annotation
GVOG01315	no_annotation
GVOG03596	no_annotation
GVOG02767	no_annotation
GVOG01824	no_annotation
GVOG02641	uncharacterized protein
GVOG01609	uncharacterized protein
GVOGm1582	BRO-like protein | ALI motif family protein | uncharacterized protein | uncharacterized domain DUF3627; found downstream KilA, BRO, and MSV199 domains. Also is found in some baculoviruses (gi 165969059, 18138388) | BRO-N domain protein
GVOGm0609	uncharacterized protein
GVOG00440	uncharacterized protein
GVOG02001	no_annotation
GVOG10434	ankyrin repeat protein | ankyrin repeat protein
GVOG05414	no_annotation
GVOG06860	no_annotation
GVOGm1416	no_annotation
GVOG09227	no_annotation
GVOG01907	no_annotation
GVOG01227	no_annotation
GVOG08480	no_annotation
GVOG02653	uncharacterized protein
GVOGm0118	no_annotation
GVOG01053	uncharacterized protein | uncharacterized protein
GVOGm1007	no_annotation
GVOG07193	no_annotation
GVOG05271	no_annotation
GVOG12786	ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | uncharacterized protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein
GVOG14221	ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | F-box domain protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | uncharacterized protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | hypothetical protein, similar to ankyrin | ankyrin repeat protein
GVOG00922	no_annotation
GVOG02824	no_annotation
GVOG00866	no_annotation
GVOGm1679	no_annotation
GVOG06142	uncharacterized protein
GVOG05014	no_annotation
GVOG00353	no_annotation
GVOG01592	no_annotation
